CASE ID,OPEN DATE,CLOSED DATE,STATUS,TYPE,REQUEST DESCRIPTION,LOCATION DESCRIPTION,SUPERVISOR DISTRICT,ADDRESS,POSITION
3256718,01/10/2014 12:29:00 PM,01/14/2014 06:16:00 AM,Closed,Abandoned Vehicles,"caller reports car parked same location 4days

caller reports that there is a blue tag of graffiti on he car","across the street from 1973 san jose
the park side",11,"1973 SAN JOSE AVE, SAN FRANCISCO, CA, 94112","(37.72551112433, -122.442541495122)"
3299292,01/23/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2255 SAN JOSE AVE,11,"2255 SAN JOSE AVE, SAN FRANCISCO, CA, 94112","(37.721102705292, -122.44621027552)"
3326932,01/31/2014 05:23:00 PM,,Open,Graffiti on Private Property,Graffiti on fence next to 2275 Geneva.,"Reported as: 2275 San Jose Ave, San Francisco",11,"2275 SAN JOSE AVE, SAN FRANCISCO, CA, 94112","(37.720929212926, -122.446354869027)"
3278548,01/16/2014 01:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,2275 SAN JOSE AVE,11,"2275 SAN JOSE AVE, SAN FRANCISCO, CA, 94112","(37.720929212926, -122.446354869027)"
3293985,01/21/2014 03:04:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,3080 SAN JOSE AVE,11,"3080 SAN JOSE AVE, SAN FRANCISCO, CA, 94112","(37.709914332786, -122.457365773834)"
3262233,01/12/2014 11:22:00 AM,01/14/2014 03:31:00 PM,Closed,Graffiti on Private Property,Graffiti,"Reported as: 156 Sanchez Street, San Francisco, CA 94114, USA",8,"156 SANCHEZ ST, SAN FRANCISCO, CA, 94114","(37.766606903662, -122.43116572861)"
3326239,01/31/2014 02:31:00 PM,,Open,Sign Repair or Replace,Graffiti on street cleaning sign. Both sides.,,8,"225 SANCHEZ ST, SAN FRANCISCO, CA, 94114","(37.76549876, -122.430851302)"
3258031,01/10/2014 04:26:00 PM,,Open,Graffiti on Private Property,Graffiti,"Reported as: 3645-3699 22nd St, San Francisco",8,"901 SANCHEZ ST, SAN FRANCISCO, CA, 94114","(37.754654392, -122.429713175)"
3260229,01/11/2014 01:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,768 SANSOME ST,3,"768 SANSOME ST, SAN FRANCISCO, CA, 94111","(37.797302332692, -122.40192762638)"
3244365,01/07/2014 03:12:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,363 SCOTT ST,5,"363 SCOTT ST, SAN FRANCISCO, CA, 94117","(37.772988765134, -122.435749189993)"
3287033,01/19/2014 11:01:00 AM,01/21/2014 08:18:00 AM,Closed,Graffiti on Private Property,Graffiti on garage 485 Scott,"Reported as: 460 Scott St, San Francisco",5,"460 SCOTT ST, SAN FRANCISCO, CA, 94117","(37.774171824, -122.435646561)"
3261830,01/12/2014 08:14:00 AM,02/03/2014 11:16:00 AM,Closed,Graffiti on Private Property,Graffiti on front of building and hayes street side door of building. The graffiti has been present for over 3 months and more is being added.,"Reported as: 573 Scott Street, San Francisco, CA 94117, USA",5,"573 SCOTT ST, SAN FRANCISCO, CA, 94117","(37.774937557396, -122.436144577543)"
3280911,01/17/2014 08:31:00 AM,01/19/2014 07:19:00 AM,Closed,Graffiti on Public Property,Graffiti on signal box at northeast corner of Scott and O'Farrell. Thank you.,"Reported as: 1355 Scott St, San Francisco",5,"1355 SCOTT ST, SAN FRANCISCO, CA, 94115","(37.782413759532, -122.437860703837)"
3275790,01/15/2014 04:25:00 PM,,Open,Graffiti on Private Property,Transferred from SR # 3275754: Graffiti on the rear building of the private school on the on the back of the school which faces Kimball Field ,On the rear building of the private school (Kipp Bay Academy) on the on the back of the school which faces Kimball Field ,5,"1430 SCOTT ST, SAN FRANCISCO, CA, 94115","(37.78300678588, -122.437633283966)"
3242080,01/07/2014 09:08:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,390 SELBY ST,10,"390 SELBY ST, SAN FRANCISCO, CA, 94124","(37.745026970168, -122.395152046296)"
3260019,01/11/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,112 SHOTWELL ST,9,"112 SHOTWELL ST, SAN FRANCISCO, CA, 94103","(37.766631791659, -122.416594152229)"
3260018,01/11/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,135 SHOTWELL ST,9,"135 SHOTWELL ST, SAN FRANCISCO, CA, 94103","(37.766298151546, -122.416422220136)"
3331260,02/02/2014 06:04:00 PM,02/04/2014 11:21:00 AM,Closed,Graffiti on Private Property,Two graffiti tags on the building wall across the street from the health center,"Reported as: 201-299 Shotwell St, San Francisco",9,"260 SHOTWELL ST, SAN FRANCISCO, CA, 94110","(37.764267656431, -122.416359464435)"
3336686,02/04/2014 11:05:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,274 SHOTWELL ST,9,"274 SHOTWELL ST, SAN FRANCISCO, CA, 94110","(37.764050871406, -122.416337944786)"
3259816,01/11/2014 11:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,800 SHOTWELL ST,9,"800 SHOTWELL ST, SAN FRANCISCO, CA, 94110","(37.75558191798, -122.415537664122)"
3280170,01/16/2014 08:59:00 PM,01/23/2014 12:21:00 PM,Closed,Graffiti on Private Property,Graffiti on sidewalk by fenced parking lot,"Reported as: 940 Shotwell St, San Francisco",9,"940 SHOTWELL ST, SAN FRANCISCO, CA, 94110","(37.753370135854, -122.415327970307)"
3327470,01/31/2014 10:40:00 PM,,Open,Graffiti on Private Property,Graffiti on grocery store and trash/blankets on sidewalk,"Reported as: 940 Shotwell St, San Francisco",9,"940 SHOTWELL ST, SAN FRANCISCO, CA, 94110","(37.753370135854, -122.415327970307)"
3336869,02/04/2014 11:43:00 AM,02/04/2014 01:17:00 PM,Closed,Graffiti on Public Property,Graffiti on pole,745 Shrader,5,"745 SHRADER ST, SAN FRANCISCO, CA, 94117","(37.768017414032, -122.451658955145)"
3316872,01/29/2014 07:17:00 AM,,Open,Sign Repair or Replace,Sign graffiti hits 736 Shrader,,5,"757 SHRADER ST, SAN FRANCISCO, CA, 94117","(37.767651181, -122.451721278)"
3321346,01/30/2014 09:47:00 AM,02/01/2014 06:25:00 AM,Closed,Graffiti on Public Property,Vandalism next to school sticker and graffiti on street pole support wire cover,"1221 Shrader St, San Francisco",5,"1215 SHRADER ST, SAN FRANCISCO, CA, 94117","(37.763698059701, -122.451082973011)"
3333262,02/03/2014 12:21:00 PM,,Open,Graffiti on Public Property,Graffiti on the telephone pole,450 Silver,11,"450 SILVER AVE, SAN FRANCISCO, CA, 94112","(37.728512972214, -122.427541456045)"
3333258,02/03/2014 12:20:00 PM,,Open,Graffiti on Public Property,Graffiti on the telephone pole,940 Silver,9,"940 SILVER AVE, SAN FRANCISCO, CA, 94134","(37.728746726643, -122.416768548567)"
3330101,02/02/2014 09:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,101 SOUTH PARK,6,"101 SOUTH PARK, SAN FRANCISCO, CA, 94107","(37.781260096876, -122.393755252158)"
3276349,01/15/2014 06:57:00 PM,01/15/2014 08:15:00 PM,Closed,Graffiti on Public Property,gang graffiti on the blue and brown mailbox,IFO 1 South Van Ness,6,"1 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103","(37.775122468064, -122.419152919892)"
3281068,01/17/2014 09:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,245 SOUTH VAN NESS AVE,9,"245 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103","(37.769260898908, -122.417706798199)"
3292581,01/21/2014 10:15:00 AM,01/30/2014 10:19:00 AM,Closed,Graffiti on Private Property,The entire side of the business in covered on graffiti at the SE corner,Reported as: N37.77 E122.42,9,"245 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103","(37.769260898908, -122.417706798199)"
3321413,01/30/2014 10:04:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,251 SOUTH VAN NESS AVE,9,"251 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103","(37.769170069743, -122.417716550674)"
3256055,01/10/2014 10:33:00 AM,01/22/2014 05:19:00 AM,Closed,Request for City Services,Private property graffiti on the building..CONSTRUCTION  net fencing------  Transfered from BSES private graffiti inspector.  Send To: DPW - Bureau of Street Use and Mapping - G,300 SOUTH VAN NESS AVE,9,"300 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103","(37.768352996475, -122.417866439093)"
3275029,01/15/2014 02:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,465 SOUTH VAN NESS AVE,9,"465 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103","(37.765787971076, -122.41747642996)"
3242491,01/07/2014 10:10:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,490 SOUTH VAN NESS AVE,9,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103","(37.765348751161, -122.417572215588)"
3247098,01/08/2014 10:10:00 AM,01/10/2014 06:19:00 AM,Closed,Graffiti on Public Property,graffiti on green light pole ,628 S Van Ness Ave at 17th ,9,"628 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.763088499311, -122.417355574439)"
3321959,01/30/2014 12:01:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,700 SOUTH VAN NESS AVE,9,"700 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.761915340947, -122.41724333255)"
3274695,01/15/2014 01:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,741 SOUTH VAN NESS AVE,9,"741 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.761309588946, -122.417046607041)"
3280915,01/17/2014 08:31:00 AM,01/17/2014 10:27:00 AM,Closed,Graffiti on Public Property,"New AT&T box has graffiti. Box does not have graffiti abatement phone number that ATT promised to place on new uverse boxes. Also, there has been no foliage screening/greenscaping promised by AT&T.","Reported as: 898 S Van Ness Ave, San Francisco",9,"898 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.758808139559, -122.41694606752)"
3313848,01/28/2014 09:06:00 AM,01/30/2014 06:31:00 AM,Closed,Graffiti on Public Property,"New graffiti. Also, old graffiti not cleaned very well.","Reported as: 3420 20th St, San Francisco",9,"898 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.758808139559, -122.41694606752)"
3327469,01/31/2014 10:39:00 PM,,Open,Graffiti on Private Property,Graffiti all along wall facing SVN,"Reported as: 1245 S Van Ness Ave, San Francisco",9,"1242 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.753273322389, -122.416418427384)"
3325373,01/31/2014 11:00:00 AM,02/04/2014 07:24:00 AM,Closed,Graffiti on Public Property,Graffiti on pole.,1242 South Van ness,9,"1242 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.753273322389, -122.416418427384)"
3325366,01/31/2014 10:59:00 AM,,Open,Graffiti on Private Property,Graffiti on commercial building. Again.,"Reported as: 1245 S Van Ness Ave, San Francisco",9,"1269 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.752883624185, -122.416243540152)"
3274009,01/15/2014 10:58:00 AM,01/22/2014 12:18:00 PM,Closed,Graffiti on Private Property,Graffiti on building. Again.,"Reported as: 1245 S Van Ness Ave, San Francisco",9,"1269 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.752883624185, -122.416243540152)"
3335004,02/03/2014 06:03:00 PM,02/03/2014 06:12:00 PM,Closed,Graffiti on Public Property,Graffiti on tree,"Reported as: 1459 S Van Ness Ave, San Francisco",9,"1457 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110","(37.749867994, -122.415916872)"
3278003,01/16/2014 11:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,74 SPENCER ST,8,"74 SPENCER ST, SAN FRANCISCO, CA, 94103","(37.764862881844, -122.424654109402)"
3308289,01/26/2014 02:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,670 STANYAN ST,5,"670 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.769713449386, -122.453578069132)"
3312291,01/27/2014 04:35:00 PM,01/27/2014 05:05:00 PM,Closed,Graffiti on Public Property,Lamppost violated with graffiti,"Reported as: 784 Stanyan St, San Francisco",5,"776 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.767748262699, -122.453182854282)"
3336889,02/04/2014 11:47:00 AM,,Open,Graffiti on Public Property,Graffiti tag,"Reported as: 784 Stanyan St, San Francisco",5,"776 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.767748262699, -122.453182854282)"
3336891,02/04/2014 11:48:00 AM,,Open,Graffiti on Public Property,Graffiti tag,"Reported as: 784 Stanyan St, San Francisco",5,"776 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.767748262699, -122.453182854282)"
3336899,02/04/2014 11:49:00 AM,02/04/2014 01:18:00 PM,Closed,Graffiti on Public Property,Lamp pole tagged with offensive graffiti.,"at 776 Stanyan St, San Francisco",5,"776 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.767748262699, -122.453182854282)"
3312413,01/27/2014 05:04:00 PM,01/27/2014 06:16:00 PM,Closed,Graffiti on Public Property,Lamppost violated with graffiti,"784 Stanyan St, San Francisco",5,"784 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.767601132428, -122.453153479918)"
3307507,01/26/2014 08:17:00 AM,01/28/2014 06:18:00 AM,Closed,Graffiti on Public Property,"NW corner of Carl and Stanyan, graffiti on utility box","Reported as: 200 Carl St San Francisco, CA 94117",5,"1003 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.765388208453, -122.452817434251)"
3316951,01/29/2014 07:40:00 AM,,Open,Graffiti on Private Property,Graffiti on building,"Reported as: 1103 Stanyan St, San Francisco",5,"1106 STANYAN ST, SAN FRANCISCO, CA, 94117","(37.764334942545, -122.452464091022)"
3326934,01/31/2014 05:24:00 PM,,Open,SSP Sign Repair or Replace,graffiti tag on back of pedestrian ahead sign,Mid block along south side of States,8,"209 STATES ST, SAN FRANCISCO, CA, 94114","(37.76399370755, -122.440304372244)"
3315808,01/28/2014 04:04:00 PM,01/29/2014 03:19:00 PM,Closed,Sign Repair or Replace,White graffiti on stop sign pole,,8,"288 STATES ST, SAN FRANCISCO, CA, 94114","(37.765026233, -122.441923858)"
3259240,01/11/2014 07:41:00 AM,01/14/2014 03:36:00 PM,Closed,Graffiti on Public Property,Unacceptable Graffiti around manhole in asphalt in Steiner and Waller intersection is still there.  This was reported over 2 weeks ago and closed without being addressed.,"Reported as: 206 Steiner St, San Francisco",5,"206 STEINER ST, SAN FRANCISCO, CA, 94117","(37.771177223, -122.43177234)"
3300026,01/23/2014 12:40:00 PM,01/23/2014 02:31:00 PM,Closed,Graffiti on Public Property,Graffiti in front of Pier 14,"Reported as: Pier 14 San Francisco, CA 94105",6,"155 STEUART ST, SAN FRANCISCO, CA, 94105","(37.792598084121, -122.392290849033)"
3241739,01/07/2014 08:04:00 AM,01/07/2014 09:24:00 AM,Closed,Sign Repair or Replace,Graffiti on Steele,,6,"261 STEUART ST, SAN FRANCISCO, CA, 94105","(37.791813786692, -122.391315794163)"
3292914,01/21/2014 11:25:00 AM,01/21/2014 02:45:00 PM,Closed,Graffiti on Public Property,Graffiti on wall near water - see photo,"275 STEUART ST, SAN FRANCISCO, CA, 94105",6,"275 STEUART ST, SAN FRANCISCO, CA, 94105","(37.791370723, -122.390312188)"
3291524,01/20/2014 09:40:00 PM,,Open,Tree Maintenance Damage,Offensive graffiti on tree supports.,"Reported as: 1360 Stevenson St San Francisco, CA 94103 ",6,"1360 STEVENSON ST, SAN FRANCISCO, CA, 94103","(37.770593705778, -122.421716673084)"
3291513,01/20/2014 09:35:00 PM,01/20/2014 09:43:00 PM,Closed,Graffiti on Public Property,Offensive graffiti on tree supports,"Reported as: 1360 Stevenson St San Francisco, CA 94103",6,"1365 STEVENSON ST, SAN FRANCISCO, CA, 94103","(37.770535886161, -122.421572345909)"
3249925,01/08/2014 07:26:00 PM,01/10/2014 07:20:00 AM,Closed,Graffiti on Public Property,"Several graffiti stickers on a metal pole, below a permit parking sign.",1 Still St at Rousseau,8,"1 STILL ST, SAN FRANCISCO, CA, 94112","(37.731812006012, -122.42997836294)"
3309597,01/27/2014 08:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,600 STOCKTON ST,3,"600 STOCKTON ST, SAN FRANCISCO, CA, 94108","(37.791335559178, -122.407260499539)"
3251995,01/09/2014 11:11:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,730 STOCKTON ST,3,"730 STOCKTON ST, SAN FRANCISCO, CA, 94108","(37.792411868134, -122.407481878544)"
3251991,01/09/2014 11:10:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,804 STOCKTON ST,3,"804 STOCKTON ST, SAN FRANCISCO, CA, 94108","(37.793247183643, -122.407670865236)"
3252002,01/09/2014 11:11:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,830 STOCKTON ST,3,"830 STOCKTON ST, SAN FRANCISCO, CA, 94108","(37.793467142247, -122.407714785441)"
3243459,01/07/2014 12:49:00 PM,01/07/2014 12:57:00 PM,Closed,Request for City Services,Graffiti on fire hydrant.,ifo 901 Stockton,3,"901 STOCKTON ST, SAN FRANCISCO, CA, 94108","(37.794078097705, -122.407976940043)"
3256974,01/10/2014 01:23:00 PM,01/24/2014 05:27:00 AM,Closed,Graffiti on Public Property,950 Stockton and Washington bsm new rack graffitis,"Reported as: 929-945 Washington St, San Francisco",3,"933 STOCKTON ST, SAN FRANCISCO, CA, 94108","(37.794656751, -122.408274903)"
3270403,01/14/2014 01:05:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1000 STOCKTON ST,3,"1000 STOCKTON ST, SAN FRANCISCO, CA, 94108","(37.794975653566, -122.408015939366)"
3315452,01/28/2014 03:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1103 STOCKTON ST,3,"1103 STOCKTON ST, SAN FRANCISCO, CA, 94133","(37.795858295586, -122.408330288891)"
3251588,01/09/2014 10:06:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1235 STOCKTON ST,3,"1235 STOCKTON ST, SAN FRANCISCO, CA, 94133","(37.797166570486, -122.40859515602)"
3251586,01/09/2014 10:06:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1241 STOCKTON ST,3,"1241 STOCKTON ST, SAN FRANCISCO, CA, 94133","(37.797246465544, -122.408611414136)"
3251593,01/09/2014 10:06:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1249 STOCKTON ST,3,"1249 STOCKTON ST, SAN FRANCISCO, CA, 94133","(37.797338297867, -122.408630101445)"
3296419,01/22/2014 11:57:00 AM,,Open,Graffiti on Public Property,Gang related graffiti covering a green mailbox,IFO 1000 Sutter St.,3,"1000 SUTTER ST, SAN FRANCISCO, CA, 94109","(37.788225741807, -122.416887411496)"
3274919,01/15/2014 01:42:00 PM,01/15/2014 03:21:00 PM,Closed,Graffiti on Public Property,graffiti ,"Reported as: 2693 Sutter St, San Francisco",5,"2683 SUTTER ST, SAN FRANCISCO, CA, 94115","(37.784544799, -122.444524784)"
3253060,01/09/2014 02:18:00 PM,,Open,Internal Service Request,AT&T utility box on Taraval between Lenox and Wawona has graffiti.,"Reported as: 95 Taraval St, San Francisco",7,"95 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.743528543028, -122.465684201254)"
3252834,01/09/2014 01:43:00 PM,01/09/2014 02:21:00 PM,Closed,Graffiti on Public Property,AT&T utility box on Taraval between Lenox and Wawona has graffiti.,"Reported as: 95 Taraval St, San Francisco",7,"95 TARAVAL ST, SAN FRANCISCO, CA, 94127","(37.743528543028, -122.465684201254)"
3260230,01/11/2014 01:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,331 TARAVAL ST,7,"331 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.743266320118, -122.469501188327)"
3284799,01/18/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,401 TARAVAL ST,7,"401 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.743232836736, -122.470264756928)"
3282270,01/17/2014 01:39:00 PM,,Open,Graffiti on Private Property,gang graffiti on the 2 story of  building  ,442 taraval between 14th and 15th ave,7,"442 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.743322701483, -122.470724358753)"
3292522,01/21/2014 10:02:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,518 TARAVAL ST,7,"518 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.743284816374, -122.471588082056)"
3306175,01/25/2014 01:23:00 PM,01/27/2014 01:07:00 PM,Closed,Graffiti on Public Property,Transferred from DPW Request ID 1497778: Graffiti on a bus shelter. ,SEC of 701 Taraval at 17th Ave,7,"701 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.743087325099, -122.473581718964)"
3270760,01/14/2014 02:05:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,800 TARAVAL ST,7,"800 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.743150100938, -122.47465826572)"
3285810,01/18/2014 05:14:00 PM,,Open,Request for City Services,blighted vacant property has become a dumping ground for trash and also attracting graffiti ,vacant lot of closed car repair shop at 2255 Taraval at 33rd Ave ,4,"2255 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.74235672605, -122.490203712122)"
3337273,02/04/2014 01:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti on the building..,3000 Taraval St,4,"3000 TARAVAL ST, SAN FRANCISCO, CA, 94116","(37.742109046182, -122.498225634459)"
3308435,01/26/2014 03:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,440 TEHAMA ST,6,"440 TEHAMA ST, SAN FRANCISCO, CA, 94103","(37.780386606403, -122.405372803216)"
3336759,02/04/2014 11:19:00 AM,,Open,Graffiti on Private Property,Graffiti has been on wall for two weeks now.  Owner of building has not painted.,"Reported as: 737 Tehama St, San Francisco",6,"735 TEHAMA ST, SAN FRANCISCO, CA, 94103","(37.775317218003, -122.411575405124)"
3333167,02/03/2014 12:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,777 TENNESSEE ST,10,"777 TENNESSEE ST, SAN FRANCISCO, CA, 94107","(37.762022310969, -122.389568902008)"
3332847,02/03/2014 11:05:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,815 TENNESSEE ST,10,"815 TENNESSEE ST, SAN FRANCISCO, CA, 94107","(37.761505267483, -122.389518714761)"
3297372,01/22/2014 03:02:00 PM,01/24/2014 03:21:00 PM,Closed,Request for City Services,Graffiti on wall near water,210 embarcadero ,3,"210 THE EMBARCADERO, SAN FRANCISCO, CA, 94111","(37.791978851923, -122.390891982576)"
3294846,01/21/2014 07:13:00 PM,01/22/2014 03:06:00 PM,Closed,All RPD Issues,Graffiti on wall near water,,3,"210 THE EMBARCADERO, SAN FRANCISCO, CA, 94105","(37.791978851923, -122.390891982576)"
3251222,01/09/2014 09:04:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,1150 THOMAS AVE,10,"1150 THOMAS AVE, SAN FRANCISCO, CA, 94124","(37.725694385403, -122.382852174716)"
3242812,01/07/2014 11:05:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,16 TOLAND ST,10,"16 TOLAND ST, SAN FRANCISCO, CA, 94124","(37.747121037061, -122.396103093852)"
3305889,01/25/2014 11:59:00 AM,01/26/2014 03:17:00 PM,Closed,Graffiti on Public Property,White graffiti,"Reported as: 300-344 Masonic Ave, San Francisco",5,"2299 TURK BLVD, SAN FRANCISCO, CA, 94118","(37.778571868008, -122.446998755714)"
3305855,01/25/2014 11:48:00 AM,01/26/2014 03:18:00 PM,Closed,Graffiti on Public Property,White graffiti,"Reported as: 2297 Turk St, San Francisco",5,"2299 TURK BLVD, SAN FRANCISCO, CA, 94118","(37.778571868008, -122.446998755714)"
3249919,01/08/2014 07:24:00 PM,01/09/2014 01:17:00 PM,Closed,Graffiti on Public Property,Lamppost 6th white graffiti,"Reported as: 3124 Turk St, San Francisco",1,"3126 TURK BLVD, SAN FRANCISCO, CA, 94118","(37.777450952, -122.457349997)"
3296439,01/22/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,124 TURK ST,6,"124 TURK ST, SAN FRANCISCO, CA, 94102","(37.783213826003, -122.411204354161)"
3296440,01/22/2014 12:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,150 TURK ST,6,"150 TURK ST, SAN FRANCISCO, CA, 94102","(37.783161396915, -122.411615075988)"
3296172,01/22/2014 11:01:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,155 TURK ST,6,"155 TURK ST, SAN FRANCISCO, CA, 94102","(37.783044871387, -122.411656283934)"
3296656,01/22/2014 12:35:00 PM,,Open,Damaged Property,218 Turk and jones dpt meter out of order and graffiti on metet,"Reported as: 201 Turk St, San Francisco",6,"201 TURK ST, SAN FRANCISCO, CA, 94102","(37.78264913, -122.41294159)"
3296621,01/22/2014 12:31:00 PM,01/22/2014 02:22:00 PM,Closed,Graffiti on Public Property,201 jones and Turk is green mailbox graffiti,"Reported as: 213 Turk St, San Francisco",6,"213 TURK ST, SAN FRANCISCO, CA, 94102","(37.782867427, -122.412608031)"
3296420,01/22/2014 11:57:00 AM,,Open,Graffiti on Public Property,Graffiti on meter,"Reported as: 270 Turk St, San Francisco",6,"270 TURK ST, SAN FRANCISCO, CA, 94102","(37.782911254257, -122.413574498265)"
3296375,01/22/2014 11:48:00 AM,01/22/2014 02:21:00 PM,Closed,Graffiti on Public Property,Streetlight pole graffiti,"Reported as: 146 Leavenworth St, San Francisco",6,"301 TURK ST, SAN FRANCISCO, CA, 94102","(37.782733920733, -122.414091977498)"
3318541,01/29/2014 01:02:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,351 TURK ST,6,"351 TURK ST, SAN FRANCISCO, CA, 94102","(37.782633490542, -122.414878560504)"
3296338,01/22/2014 11:42:00 AM,01/24/2014 07:18:00 AM,Closed,Graffiti on Private Property,Graffiti on sidewalk,"Reported as: 381 Turk St, San Francisco",6,"369 TURK ST, SAN FRANCISCO, CA, 94102","(37.78254186192, -122.415160470246)"
3292807,01/21/2014 11:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,370 TURK ST,6,"370 TURK ST, SAN FRANCISCO, CA, 94102","(37.78270177574, -122.415215178228)"
3292800,01/21/2014 11:03:00 AM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,416 TURK ST,6,"416 TURK ST, SAN FRANCISCO, CA, 94102","(37.782597902354, -122.416028665111)"
3293063,01/21/2014 12:03:00 PM,,Open,Graffiti on Private Property,Graffiti - Private  Private property graffiti,550 TURK ST,6,"550 TURK ST, SAN FRANCISCO, CA, 94102","(37.782326322796, -122.418192860207)"
3303054,01/24/2014 11:35:00 AM,,Open,Sign Repair or Replace,Graffiti on parking sign,,6,"661 TURK ST, SAN FRANCISCO, CA, 94102","(37.781787576, -122.419945214)"
